t,area,f1_x,f1_y,f1_z,f1_n,f1_mag,f2_x,f2_y,f2_z,f2_n,f2_mag
0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
4.538000e-05, 1.963495e-05, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -5.972319e-07, 7.269739e-08, 0.000000e+00, 7.269739e-08, 6.016401e-07
9.076000e-05, 3.927007e-05, -8.739974e+00, 3.935118e+02, 0.000000e+00, -3.935118e+02, 3.936088e+02, -8.121388e+00, -3.943596e+02, 0.000000e+00, -3.943596e+02, 3.944432e+02
1.361400e-04, 3.927023e-05, -1.000106e+01, 3.932341e+02, 0.000000e+00, -3.932341e+02, 3.933612e+02, -9.402703e+00, -3.940391e+02, 0.000000e+00, -3.940391e+02, 3.941513e+02
1.815200e-04, 3.927040e-05, -1.095090e+01, 3.922625e+02, 0.000000e+00, -3.922625e+02, 3.924154e+02, -1.037080e+01, -3.930238e+02, 0.000000e+00, -3.930238e+02, 3.931606e+02
2.269001e-04, 3.927056e-05, -1.164361e+01, 3.909781e+02, 0.000000e+00, -3.909781e+02, 3.911514e+02, -1.107974e+01, -3.916962e+02, 0.000000e+00, -3.916962e+02, 3.918529e+02
2.722803e-04, 3.927073e-05, -1.213553e+01, 3.895830e+02, 0.000000e+00, -3.895830e+02, 3.897720e+02, -1.158573e+01, -3.902598e+02, 0.000000e+00, -3.902598e+02, 3.904317e+02
3.176606e-04, 3.927090e-05, -1.247668e+01, 3.881863e+02, 0.000000e+00, -3.881863e+02, 3.883868e+02, -1.193874e+01, -3.888238e+02, 0.000000e+00, -3.888238e+02, 3.890071e+02
3.630409e-04, 3.927106e-05, -1.270783e+01, 3.868457e+02, 0.000000e+00, -3.868457e+02, 3.870544e+02, -1.217967e+01, -3.874465e+02, 0.000000e+00, -3.874465e+02, 3.876379e+02
4.084214e-04, 3.927123e-05, -1.286045e+01, 3.855901e+02, 0.000000e+00, -3.855901e+02, 3.858046e+02, -1.234018e+01, -3.861569e+02, 0.000000e+00, -3.861569e+02, 3.863540e+02
4.538020e-04, 3.927139e-05, -1.295797e+01, 3.844322e+02, 0.000000e+00, -3.844322e+02, 3.846506e+02, -1.244394e+01, -3.849675e+02, 0.000000e+00, -3.849675e+02, 3.851685e+02
4.991826e-04, 3.927156e-05, -1.301729e+01, 3.833752e+02, 0.000000e+00, -3.833752e+02, 3.835962e+02, -1.250814e+01, -3.838815e+02, 0.000000e+00, -3.838815e+02, 3.840852e+02
5.445634e-04, 3.927172e-05, -1.305043e+01, 3.824173e+02, 0.000000e+00, -3.824173e+02, 3.826399e+02, -1.254504e+01, -3.828969e+02, 0.000000e+00, -3.828969e+02, 3.831024e+02
5.899442e-04, 3.927189e-05, -1.306576e+01, 3.815538e+02, 0.000000e+00, -3.815538e+02, 3.817775e+02, -1.256323e+01, -3.820090e+02, 0.000000e+00, -3.820090e+02, 3.822155e+02
6.353252e-04, 3.927205e-05, -1.306907e+01, 3.807788e+02, 0.000000e+00, -3.807788e+02, 3.810030e+02, -1.256870e+01, -3.812115e+02, 0.000000e+00, -3.812115e+02, 3.814187e+02
6.807062e-04, 3.927221e-05, -1.306432e+01, 3.800857e+02, 0.000000e+00, -3.800857e+02, 3.803102e+02, -1.256556e+01, -3.804979e+02, 0.000000e+00, -3.804979e+02, 3.807053e+02
7.260873e-04, 3.927238e-05, -1.305421e+01, 3.794681e+02, 0.000000e+00, -3.794681e+02, 3.796926e+02, -1.255664e+01, -3.798614e+02, 0.000000e+00, -3.798614e+02, 3.800689e+02
7.714685e-04, 3.927254e-05, -1.304058e+01, 3.789196e+02, 0.000000e+00, -3.789196e+02, 3.791439e+02, -1.254387e+01, -3.792955e+02, 0.000000e+00, -3.792955e+02, 3.795029e+02
8.168498e-04, 3.927270e-05, -1.302467e+01, 3.784342e+02, 0.000000e+00, -3.784342e+02, 3.786582e+02, -1.252857e+01, -3.787942e+02, 0.000000e+00, -3.787942e+02, 3.790014e+02
8.622312e-04, 3.927286e-05, -1.300734e+01, 3.780063e+02, 0.000000e+00, -3.780063e+02, 3.782300e+02, -1.251165e+01, -3.783517e+02, 0.000000e+00, -3.783517e+02, 3.785585e+02
9.076127e-04, 3.927302e-05, -1.298915e+01, 3.776307e+02, 0.000000e+00, -3.776307e+02, 3.778541e+02, -1.249374e+01, -3.779627e+02, 0.000000e+00, -3.779627e+02, 3.781692e+02
9.529943e-04, 3.927318e-05, -1.297051e+01, 3.773029e+02, 0.000000e+00, -3.773029e+02, 3.775257e+02, -1.247527e+01, -3.776225e+02, 0.000000e+00, -3.776225e+02, 3.778285e+02
9.983760e-04, 3.927334e-05, -1.295170e+01, 3.770183e+02, 0.000000e+00, -3.770183e+02, 3.772407e+02, -1.245653e+01, -3.773265e+02, 0.000000e+00, -3.773265e+02, 3.775321e+02
1.043758e-03, 3.927350e-05, -1.293292e+01, 3.767731e+02, 0.000000e+00, -3.767731e+02, 3.769950e+02, -1.243776e+01, -3.770708e+02, 0.000000e+00, -3.770708e+02, 3.772758e+02
1.089140e-03, 3.927366e-05, -1.291429e+01, 3.765636e+02, 0.000000e+00, -3.765636e+02, 3.767850e+02, -1.241908e+01, -3.768516e+02, 0.000000e+00, -3.768516e+02, 3.770561e+02
1.134521e-03, 3.927382e-05, -1.289591e+01, 3.763867e+02, 0.000000e+00, -3.763867e+02, 3.766076e+02, -1.240062e+01, -3.766656e+02, 0.000000e+00, -3.766656e+02, 3.768697e+02
1.179904e-03, 3.927397e-05, -1.287785e+01, 3.762394e+02, 0.000000e+00, -3.762394e+02, 3.764597e+02, -1.238244e+01, -3.765100e+02, 0.000000e+00, -3.765100e+02, 3.767135e+02
1.225286e-03, 3.927413e-05, -1.286018e+01, 3.761190e+02, 0.000000e+00, -3.761190e+02, 3.763388e+02, -1.236461e+01, -3.763819e+02, 0.000000e+00, -3.763819e+02, 3.765849e+02
1.270668e-03, 3.927429e-05, -1.284291e+01, 3.760232e+02, 0.000000e+00, -3.760232e+02, 3.762424e+02, -1.234717e+01, -3.762789e+02, 0.000000e+00, -3.762789e+02, 3.764814e+02
1.316050e-03, 3.927445e-05, -1.282610e+01, 3.759497e+02, 0.000000e+00, -3.759496e+02, 3.761684e+02, -1.233016e+01, -3.761987e+02, 0.000000e+00, -3.761987e+02, 3.764007e+02
1.361432e-03, 3.927460e-05, -1.280977e+01, 3.758965e+02, 0.000000e+00, -3.758965e+02, 3.761147e+02, -1.231361e+01, -3.761393e+02, 0.000000e+00, -3.761393e+02, 3.763408e+02
1.406815e-03, 3.927476e-05, -1.279392e+01, 3.758619e+02, 0.000000e+00, -3.758619e+02, 3.760796e+02, -1.229754e+01, -3.760990e+02, 0.000000e+00, -3.760990e+02, 3.763000e+02
1.452197e-03, 3.927491e-05, -1.277858e+01, 3.758442e+02, 0.000000e+00, -3.758442e+02, 3.760614e+02, -1.228195e+01, -3.760759e+02, 0.000000e+00, -3.760759e+02, 3.762764e+02
1.497580e-03, 3.927507e-05, -1.276376e+01, 3.758420e+02, 0.000000e+00, -3.758420e+02, 3.760586e+02, -1.226686e+01, -3.760687e+02, 0.000000e+00, -3.760687e+02, 3.762687e+02
1.542963e-03, 3.927523e-05, -1.274946e+01, 3.758539e+02, 0.000000e+00, -3.758539e+02, 3.760700e+02, -1.225229e+01, -3.760759e+02, 0.000000e+00, -3.760759e+02, 3.762754e+02
1.588346e-03, 3.927538e-05, -1.273568e+01, 3.758787e+02, 0.000000e+00, -3.758787e+02, 3.760944e+02, -1.223822e+01, -3.760964e+02, 0.000000e+00, -3.760964e+02, 3.762954e+02
1.633729e-03, 3.927554e-05, -1.272244e+01, 3.759154e+02, 0.000000e+00, -3.759154e+02, 3.761306e+02, -1.222468e+01, -3.761290e+02, 0.000000e+00, -3.761290e+02, 3.763276e+02
1.679112e-03, 3.927569e-05, -1.270973e+01, 3.759629e+02, 0.000000e+00, -3.759629e+02, 3.761777e+02, -1.221165e+01, -3.761726e+02, 0.000000e+00, -3.761726e+02, 3.763708e+02
1.724495e-03, 3.927585e-05, -1.269755e+01, 3.760204e+02, 0.000000e+00, -3.760204e+02, 3.762347e+02, -1.219915e+01, -3.762265e+02, 0.000000e+00, -3.762265e+02, 3.764243e+02
1.769878e-03, 3.927600e-05, -1.268591e+01, 3.760870e+02, 0.000000e+00, -3.760870e+02, 3.763009e+02, -1.218716e+01, -3.762898e+02, 0.000000e+00, -3.762898e+02, 3.764871e+02
1.815261e-03, 3.927616e-05, -1.267479e+01, 3.761621e+02, 0.000000e+00, -3.761621e+02, 3.763756e+02, -1.217569e+01, -3.763617e+02, 0.000000e+00, -3.763617e+02, 3.765586e+02
1.860644e-03, 3.927631e-05, -1.266420e+01, 3.762449e+02, 0.000000e+00, -3.762449e+02, 3.764580e+02, -1.216473e+01, -3.764416e+02, 0.000000e+00, -3.764416e+02, 3.766381e+02
1.906028e-03, 3.927646e-05, -1.265413e+01, 3.763349e+02, 0.000000e+00, -3.763349e+02, 3.765476e+02, -1.215429e+01, -3.765288e+02, 0.000000e+00, -3.765288e+02, 3.767249e+02
1.951411e-03, 3.927662e-05, -1.264459e+01, 3.764316e+02, 0.000000e+00, -3.764316e+02, 3.766439e+02, -1.214435e+01, -3.766228e+02, 0.000000e+00, -3.766228e+02, 3.768186e+02
1.996795e-03, 3.927677e-05, -1.263556e+01, 3.765343e+02, 0.000000e+00, -3.765343e+02, 3.767463e+02, -1.213492e+01, -3.767231e+02, 0.000000e+00, -3.767231e+02, 3.769185e+02
2.042178e-03, 3.927692e-05, -1.262704e+01, 3.766428e+02, 0.000000e+00, -3.766428e+02, 3.768544e+02, -1.212599e+01, -3.768293e+02, 0.000000e+00, -3.768293e+02, 3.770243e+02
2.087562e-03, 3.927708e-05, -1.261902e+01, 3.767565e+02, 0.000000e+00, -3.767565e+02, 3.769678e+02, -1.211755e+01, -3.769408e+02, 0.000000e+00, -3.769408e+02, 3.771355e+02
2.132946e-03, 3.927723e-05, -1.261151e+01, 3.768752e+02, 0.000000e+00, -3.768752e+02, 3.770862e+02, -1.210960e+01, -3.770574e+02, 0.000000e+00, -3.770574e+02, 3.772519e+02
2.178330e-03, 3.927738e-05, -1.260449e+01, 3.769985e+02, 0.000000e+00, -3.769985e+02, 3.772092e+02, -1.210213e+01, -3.771788e+02, 0.000000e+00, -3.771788e+02, 3.773729e+02
2.223714e-03, 3.927753e-05, -1.259796e+01, 3.771261e+02, 0.000000e+00, -3.771261e+02, 3.773364e+02, -1.209514e+01, -3.773045e+02, 0.000000e+00, -3.773045e+02, 3.774983e+02
2.269098e-03, 3.927769e-05, -1.259191e+01, 3.772577e+02, 0.000000e+00, -3.772577e+02, 3.774678e+02, -1.208862e+01, -3.774344e+02, 0.000000e+00, -3.774344e+02, 3.776279e+02
2.314482e-03, 3.927784e-05, -1.258634e+01, 3.773931e+02, 0.000000e+00, -3.773930e+02, 3.776029e+02, -1.208256e+01, -3.775681e+02, 0.000000e+00, -3.775681e+02, 3.777614e+02
2.359866e-03, 3.927799e-05, -1.258124e+01, 3.775320e+02, 0.000000e+00, -3.775320e+02, 3.777416e+02, -1.207697e+01, -3.777055e+02, 0.000000e+00, -3.777055e+02, 3.778985e+02
2.405251e-03, 3.927814e-05, -1.257661e+01, 3.776743e+02, 0.000000e+00, -3.776743e+02, 3.778836e+02, -1.207182e+01, -3.778463e+02, 0.000000e+00, -3.778463e+02, 3.780391e+02
2.450635e-03, 3.927830e-05, -1.257243e+01, 3.778197e+02, 0.000000e+00, -3.778197e+02, 3.780288e+02, -1.206712e+01, -3.779904e+02, 0.000000e+00, -3.779904e+02, 3.781829e+02
2.496020e-03, 3.927845e-05, -1.256870e+01, 3.779681e+02, 0.000000e+00, -3.779681e+02, 3.781770e+02, -1.206286e+01, -3.781375e+02, 0.000000e+00, -3.781375e+02, 3.783299e+02
2.541404e-03, 3.927860e-05, -1.256542e+01, 3.781194e+02, 0.000000e+00, -3.781194e+02, 3.783281e+02, -1.205903e+01, -3.782875e+02, 0.000000e+00, -3.782875e+02, 3.784797e+02
2.586789e-03, 3.927875e-05, -1.256257e+01, 3.782733e+02, 0.000000e+00, -3.782733e+02, 3.784819e+02, -1.205563e+01, -3.784403e+02, 0.000000e+00, -3.784403e+02, 3.786323e+02
2.632174e-03, 3.927890e-05, -1.256015e+01, 3.784299e+02, 0.000000e+00, -3.784299e+02, 3.786382e+02, -1.205265e+01, -3.785958e+02, 0.000000e+00, -3.785958e+02, 3.787876e+02
2.677559e-03, 3.927905e-05, -1.255816e+01, 3.785888e+02, 0.000000e+00, -3.785888e+02, 3.787971e+02, -1.205008e+01, -3.787537e+02, 0.000000e+00, -3.787537e+02, 3.789453e+02
2.722943e-03, 3.927921e-05, -1.255658e+01, 3.787501e+02, 0.000000e+00, -3.787501e+02, 3.789582e+02, -1.204792e+01, -3.789140e+02, 0.000000e+00, -3.789140e+02, 3.791055e+02
2.768328e-03, 3.927936e-05, -1.255541e+01, 3.789137e+02, 0.000000e+00, -3.789137e+02, 3.791216e+02, -1.204615e+01, -3.790767e+02, 0.000000e+00, -3.790767e+02, 3.792680e+02
2.813714e-03, 3.927951e-05, -1.255465e+01, 3.790794e+02, 0.000000e+00, -3.790794e+02, 3.792872e+02, -1.204478e+01, -3.792415e+02, 0.000000e+00, -3.792415e+02, 3.794327e+02
2.859099e-03, 3.927966e-05, -1.255428e+01, 3.792471e+02, 0.000000e+00, -3.792471e+02, 3.794549e+02, -1.204380e+01, -3.794084e+02, 0.000000e+00, -3.794084e+02, 3.795995e+02
2.904484e-03, 3.927981e-05, -1.255431e+01, 3.794168e+02, 0.000000e+00, -3.794168e+02, 3.796245e+02, -1.204320e+01, -3.795774e+02, 0.000000e+00, -3.795774e+02, 3.797684e+02
2.949869e-03, 3.927996e-05, -1.255471e+01, 3.795885e+02, 0.000000e+00, -3.795885e+02, 3.797960e+02, -1.204297e+01, -3.797483e+02, 0.000000e+00, -3.797483e+02, 3.799392e+02
2.995255e-03, 3.928011e-05, -1.255550e+01, 3.797620e+02, 0.000000e+00, -3.797620e+02, 3.799695e+02, -1.204310e+01, -3.799211e+02, 0.000000e+00, -3.799211e+02, 3.801120e+02
3.040640e-03, 3.928026e-05, -1.255665e+01, 3.799372e+02, 0.000000e+00, -3.799372e+02, 3.801447e+02, -1.204360e+01, -3.800958e+02, 0.000000e+00, -3.800958e+02, 3.802865e+02
3.086026e-03, 3.928041e-05, -1.255817e+01, 3.801142e+02, 0.000000e+00, -3.801142e+02, 3.803216e+02, -1.204446e+01, -3.802722e+02, 0.000000e+00, -3.802722e+02, 3.804629e+02
3.131411e-03, 3.928057e-05, -1.256005e+01, 3.802928e+02, 0.000000e+00, -3.802928e+02, 3.805002e+02, -1.204566e+01, -3.804503e+02, 0.000000e+00, -3.804503e+02, 3.806409e+02
3.176797e-03, 3.928072e-05, -1.256227e+01, 3.804731e+02, 0.000000e+00, -3.804731e+02, 3.806804e+02, -1.204720e+01, -3.806300e+02, 0.000000e+00, -3.806300e+02, 3.808206e+02
3.222183e-03, 3.928087e-05, -1.256484e+01, 3.806549e+02, 0.000000e+00, -3.806549e+02, 3.808623e+02, -1.204908e+01, -3.808114e+02, 0.000000e+00, -3.808114e+02, 3.810020e+02
3.267569e-03, 3.928102e-05, -1.256775e+01, 3.808383e+02, 0.000000e+00, -3.808383e+02, 3.810456e+02, -1.205129e+01, -3.809943e+02, 0.000000e+00, -3.809943e+02, 3.811849e+02
3.312955e-03, 3.928117e-05, -1.257099e+01, 3.810231e+02, 0.000000e+00, -3.810231e+02, 3.812304e+02, -1.205382e+01, -3.811787e+02, 0.000000e+00, -3.811787e+02, 3.813693e+02
3.358341e-03, 3.928132e-05, -1.257456e+01, 3.812094e+02, 0.000000e+00, -3.812094e+02, 3.814167e+02, -1.205667e+01, -3.813646e+02, 0.000000e+00, -3.813646e+02, 3.815552e+02
3.403727e-03, 3.928147e-05, -1.257845e+01, 3.813971e+02, 0.000000e+00, -3.813971e+02, 3.816044e+02, -1.205984e+01, -3.815520e+02, 0.000000e+00, -3.815520e+02, 3.817425e+02
3.449113e-03, 3.928162e-05, -1.258265e+01, 3.815861e+02, 0.000000e+00, -3.815861e+02, 3.817935e+02, -1.206331e+01, -3.817407e+02, 0.000000e+00, -3.817407e+02, 3.819313e+02
3.494500e-03, 3.928177e-05, -1.258716e+01, 3.817765e+02, 0.000000e+00, -3.817765e+02, 3.819839e+02, -1.206708e+01, -3.819308e+02, 0.000000e+00, -3.819308e+02, 3.821214e+02
3.539886e-03, 3.928192e-05, -1.259197e+01, 3.819681e+02, 0.000000e+00, -3.819681e+02, 3.821756e+02, -1.207114e+01, -3.821222e+02, 0.000000e+00, -3.821222e+02, 3.823129e+02
3.585273e-03, 3.928207e-05, -1.259707e+01, 3.821611e+02, 0.000000e+00, -3.821611e+02, 3.823686e+02, -1.207549e+01, -3.823150e+02, 0.000000e+00, -3.823150e+02, 3.825056e+02
3.630659e-03, 3.928222e-05, -1.260247e+01, 3.823552e+02, 0.000000e+00, -3.823552e+02, 3.825629e+02, -1.208013e+01, -3.825090e+02, 0.000000e+00, -3.825090e+02, 3.826997e+02
3.676046e-03, 3.928238e-05, -1.260815e+01, 3.825506e+02, 0.000000e+00, -3.825506e+02, 3.827583e+02, -1.208504e+01, -3.827042e+02, 0.000000e+00, -3.827042e+02, 3.828949e+02
3.721433e-03, 3.928253e-05, -1.261410e+01, 3.827472e+02, 0.000000e+00, -3.827472e+02, 3.829550e+02, -1.209023e+01, -3.829006e+02, 0.000000e+00, -3.829006e+02, 3.830914e+02
3.766819e-03, 3.928268e-05, -1.262034e+01, 3.829449e+02, 0.000000e+00, -3.829449e+02, 3.831528e+02, -1.209568e+01, -3.830982e+02, 0.000000e+00, -3.830982e+02, 3.832891e+02
3.812206e-03, 3.928283e-05, -1.262683e+01, 3.831437e+02, 0.000000e+00, -3.831437e+02, 3.833517e+02, -1.210140e+01, -3.832970e+02, 0.000000e+00, -3.832970e+02, 3.834879e+02
3.857593e-03, 3.928298e-05, -1.263359e+01, 3.833436e+02, 0.000000e+00, -3.833436e+02, 3.835517e+02, -1.210737e+01, -3.834968e+02, 0.000000e+00, -3.834968e+02, 3.836879e+02
3.902980e-03, 3.928313e-05, -1.264061e+01, 3.835446e+02, 0.000000e+00, -3.835446e+02, 3.837529e+02, -1.211359e+01, -3.836978e+02, 0.000000e+00, -3.836978e+02, 3.838890e+02
3.948368e-03, 3.928328e-05, -1.264788e+01, 3.837467e+02, 0.000000e+00, -3.837467e+02, 3.839551e+02, -1.212006e+01, -3.838999e+02, 0.000000e+00, -3.838999e+02, 3.840911e+02
3.993755e-03, 3.928343e-05, -1.265539e+01, 3.839498e+02, 0.000000e+00, -3.839498e+02, 3.841583e+02, -1.212676e+01, -3.841030e+02, 0.000000e+00, -3.841030e+02, 3.842943e+02
4.039142e-03, 3.928358e-05, -1.266314e+01, 3.841539e+02, 0.000000e+00, -3.841539e+02, 3.843625e+02, -1.213371e+01, -3.843071e+02, 0.000000e+00, -3.843071e+02, 3.844986e+02
4.084529e-03, 3.928374e-05, -1.267113e+01, 3.843589e+02, 0.000000e+00, -3.843589e+02, 3.845677e+02, -1.214088e+01, -3.845122e+02, 0.000000e+00, -3.845122e+02, 3.847039e+02
4.129917e-03, 3.928389e-05, -1.267935e+01, 3.845650e+02, 0.000000e+00, -3.845650e+02, 3.847739e+02, -1.214828e+01, -3.847184e+02, 0.000000e+00, -3.847184e+02, 3.849101e+02
4.175305e-03, 3.928404e-05, -1.268779e+01, 3.847719e+02, 0.000000e+00, -3.847719e+02, 3.849811e+02, -1.215590e+01, -3.849254e+02, 0.000000e+00, -3.849254e+02, 3.851173e+02
4.220692e-03, 3.928419e-05, -1.269646e+01, 3.849798e+02, 0.000000e+00, -3.849798e+02, 3.851891e+02, -1.216374e+01, -3.851335e+02, 0.000000e+00, -3.851335e+02, 3.853255e+02
4.266080e-03, 3.928434e-05, -1.270533e+01, 3.851886e+02, 0.000000e+00, -3.851886e+02, 3.853981e+02, -1.217178e+01, -3.853424e+02, 0.000000e+00, -3.853424e+02, 3.855346e+02
4.311468e-03, 3.928449e-05, -1.271442e+01, 3.853983e+02, 0.000000e+00, -3.853983e+02, 3.856080e+02, -1.218004e+01, -3.855522e+02, 0.000000e+00, -3.855522e+02, 3.857446e+02
4.356856e-03, 3.928464e-05, -1.272372e+01, 3.856088e+02, 0.000000e+00, -3.856088e+02, 3.858187e+02, -1.218849e+01, -3.857629e+02, 0.000000e+00, -3.857629e+02, 3.859555e+02
4.402244e-03, 3.928480e-05, -1.273321e+01, 3.858202e+02, 0.000000e+00, -3.858202e+02, 3.860303e+02, -1.219715e+01, -3.859745e+02, 0.000000e+00, -3.859745e+02, 3.861672e+02
4.447632e-03, 3.928495e-05, -1.274290e+01, 3.860324e+02, 0.000000e+00, -3.860324e+02, 3.862426e+02, -1.220599e+01, -3.861869e+02, 0.000000e+00, -3.861869e+02, 3.863798e+02
4.493020e-03, 3.928510e-05, -1.275278e+01, 3.862454e+02, 0.000000e+00, -3.862454e+02, 3.864558e+02, -1.221503e+01, -3.864002e+02, 0.000000e+00, -3.864002e+02, 3.865932e+02
4.538408e-03, 3.928525e-05, -1.276285e+01, 3.864591e+02, 0.000000e+00, -3.864591e+02, 3.866698e+02, -1.222424e+01, -3.866142e+02, 0.000000e+00, -3.866142e+02, 3.868074e+02
4.583796e-03, 3.928540e-05, -1.277310e+01, 3.866737e+02, 0.000000e+00, -3.866737e+02, 3.868846e+02, -1.223364e+01, -3.868290e+02, 0.000000e+00, -3.868290e+02, 3.870224e+02
4.629185e-03, 3.928556e-05, -1.278352e+01, 3.868890e+02, 0.000000e+00, -3.868890e+02, 3.871001e+02, -1.224321e+01, -3.870446e+02, 0.000000e+00, -3.870446e+02, 3.872382e+02
4.674573e-03, 3.928571e-05, -1.279413e+01, 3.871050e+02, 0.000000e+00, -3.871050e+02, 3.873164e+02, -1.225296e+01, -3.872609e+02, 0.000000e+00, -3.872609e+02, 3.874547e+02
4.719962e-03, 3.928586e-05, -1.280489e+01, 3.873217e+02, 0.000000e+00, -3.873217e+02, 3.875333e+02, -1.226287e+01, -3.874780e+02, 0.000000e+00, -3.874780e+02, 3.876720e+02
4.765350e-03, 3.928601e-05, -1.281583e+01, 3.875391e+02, 0.000000e+00, -3.875391e+02, 3.877510e+02, -1.227294e+01, -3.876958e+02, 0.000000e+00, -3.876957e+02, 3.878900e+02
4.810739e-03, 3.928616e-05, -1.282692e+01, 3.877572e+02, 0.000000e+00, -3.877572e+02, 3.879693e+02, -1.228317e+01, -3.879142e+02, 0.000000e+00, -3.879142e+02, 3.881086e+02
4.856128e-03, 3.928632e-05, -1.283817e+01, 3.879760e+02, 0.000000e+00, -3.879760e+02, 3.881883e+02, -1.229356e+01, -3.881334e+02, 0.000000e+00, -3.881334e+02, 3.883280e+02
4.901517e-03, 3.928647e-05, -1.284957e+01, 3.881954e+02, 0.000000e+00, -3.881954e+02, 3.884080e+02, -1.230409e+01, -3.883532e+02, 0.000000e+00, -3.883532e+02, 3.885480e+02
4.946906e-03, 3.928662e-05, -1.286112e+01, 3.884154e+02, 0.000000e+00, -3.884154e+02, 3.886283e+02, -1.231478e+01, -3.885736e+02, 0.000000e+00, -3.885736e+02, 3.887687e+02
4.992295e-03, 3.928678e-05, -1.287282e+01, 3.886361e+02, 0.000000e+00, -3.886361e+02, 3.888492e+02, -1.232560e+01, -3.887947e+02, 0.000000e+00, -3.887947e+02, 3.889900e+02
5.037684e-03, 3.928693e-05, -1.288465e+01, 3.888573e+02, 0.000000e+00, -3.888573e+02, 3.890707e+02, -1.233657e+01, -3.890163e+02, 0.000000e+00, -3.890163e+02, 3.892119e+02
5.083073e-03, 3.928708e-05, -1.289662e+01, 3.890791e+02, 0.000000e+00, -3.890791e+02, 3.892928e+02, -1.234767e+01, -3.892386e+02, 0.000000e+00, -3.892386e+02, 3.894344e+02
5.128463e-03, 3.928723e-05, -1.290872e+01, 3.893015e+02, 0.000000e+00, -3.893015e+02, 3.895155e+02, -1.235890e+01, -3.894615e+02, 0.000000e+00, -3.894615e+02, 3.896575e+02
5.173852e-03, 3.928739e-05, -1.292095e+01, 3.895245e+02, 0.000000e+00, -3.895245e+02, 3.897387e+02, -1.237026e+01, -3.896849e+02, 0.000000e+00, -3.896849e+02, 3.898812e+02
5.219242e-03, 3.928754e-05, -1.293330e+01, 3.897480e+02, 0.000000e+00, -3.897480e+02, 3.899625e+02, -1.238174e+01, -3.899089e+02, 0.000000e+00, -3.899089e+02, 3.901054e+02
5.264631e-03, 3.928769e-05, -1.294578e+01, 3.899720e+02, 0.000000e+00, -3.899720e+02, 3.901868e+02, -1.239335e+01, -3.901334e+02, 0.000000e+00, -3.901334e+02, 3.903302e+02
5.310021e-03, 3.928785e-05, -1.295837e+01, 3.901965e+02, 0.000000e+00, -3.901965e+02, 3.904116e+02, -1.240507e+01, -3.903584e+02, 0.000000e+00, -3.903584e+02, 3.905555e+02
5.355411e-03, 3.928800e-05, -1.297107e+01, 3.904215e+02, 0.000000e+00, -3.904215e+02, 3.906369e+02, -1.241690e+01, -3.905840e+02, 0.000000e+00, -3.905840e+02, 3.907813e+02
5.400800e-03, 3.928816e-05, -1.298389e+01, 3.906469e+02, 0.000000e+00, -3.906469e+02, 3.908627e+02, -1.242885e+01, -3.908100e+02, 0.000000e+00, -3.908100e+02, 3.910076e+02
5.446190e-03, 3.928831e-05, -1.299681e+01, 3.908729e+02, 0.000000e+00, -3.908729e+02, 3.910889e+02, -1.244090e+01, -3.910365e+02, 0.000000e+00, -3.910365e+02, 3.912344e+02
5.491580e-03, 3.928846e-05, -1.300983e+01, 3.910993e+02, 0.000000e+00, -3.910993e+02, 3.913156e+02, -1.245306e+01, -3.912635e+02, 0.000000e+00, -3.912635e+02, 3.914616e+02
5.536970e-03, 3.928862e-05, -1.302296e+01, 3.913261e+02, 0.000000e+00, -3.913261e+02, 3.915427e+02, -1.246532e+01, -3.914909e+02, 0.000000e+00, -3.914909e+02, 3.916893e+02
5.582361e-03, 3.928877e-05, -1.303618e+01, 3.915534e+02, 0.000000e+00, -3.915534e+02, 3.917703e+02, -1.247767e+01, -3.917188e+02, 0.000000e+00, -3.917188e+02, 3.919174e+02
5.627751e-03, 3.928893e-05, -1.304949e+01, 3.917810e+02, 0.000000e+00, -3.917810e+02, 3.919983e+02, -1.249012e+01, -3.919470e+02, 0.000000e+00, -3.919470e+02, 3.921460e+02
5.673141e-03, 3.928908e-05, -1.306290e+01, 3.920091e+02, 0.000000e+00, -3.920091e+02, 3.922267e+02, -1.250265e+01, -3.921757e+02, 0.000000e+00, -3.921757e+02, 3.923750e+02
5.718532e-03, 3.928924e-05, -1.307639e+01, 3.922376e+02, 0.000000e+00, -3.922376e+02, 3.924555e+02, -1.251528e+01, -3.924048e+02, 0.000000e+00, -3.924048e+02, 3.926044e+02
5.763922e-03, 3.928939e-05, -1.308996e+01, 3.924664e+02, 0.000000e+00, -3.924664e+02, 3.926846e+02, -1.252799e+01, -3.926343e+02, 0.000000e+00, -3.926343e+02, 3.928341e+02
5.809313e-03, 3.928954e-05, -1.310361e+01, 3.926956e+02, 0.000000e+00, -3.926956e+02, 3.929141e+02, -1.254078e+01, -3.928642e+02, 0.000000e+00, -3.928642e+02, 3.930643e+02
5.854703e-03, 3.928970e-05, -1.311734e+01, 3.929251e+02, 0.000000e+00, -3.929251e+02, 3.931440e+02, -1.255365e+01, -3.930944e+02, 0.000000e+00, -3.930944e+02, 3.932948e+02
