t,Eint,Ekin,Wext,Etot,Ebal
3.120029e-02,9.736418e+04,1.389461e+02,0.000000e+00,9.750313e+04,-9.750313e+04
3.130033e-02,9.763244e+04,1.398397e+02,0.000000e+00,9.777228e+04,-9.777228e+04
3.140037e-02,9.789974e+04,1.424763e+02,0.000000e+00,9.804221e+04,-9.804221e+04
3.150036e-02,9.816650e+04,1.417928e+02,0.000000e+00,9.830829e+04,-9.830829e+04
3.160036e-02,9.843350e+04,1.365316e+02,0.000000e+00,9.857003e+04,-9.857003e+04
3.170006e-02,9.869985e+04,1.359672e+02,0.000000e+00,9.883582e+04,-9.883582e+04
3.180022e-02,9.896732e+04,1.415220e+02,0.000000e+00,9.910884e+04,-9.910884e+04
3.190008e-02,9.923397e+04,1.414367e+02,0.000000e+00,9.937541e+04,-9.937541e+04
3.200004e-02,9.950081e+04,1.352526e+02,0.000000e+00,9.963606e+04,-9.963606e+04
3.210011e-02,9.976782e+04,1.360850e+02,0.000000e+00,9.990391e+04,-9.990391e+04
3.220031e-02,1.000349e+05,1.414987e+02,0.000000e+00,1.001764e+05,-1.001764e+05
3.230026e-02,1.003012e+05,1.401766e+02,0.000000e+00,1.004414e+05,-1.004414e+05
3.240033e-02,1.005674e+05,1.356691e+02,0.000000e+00,1.007031e+05,-1.007031e+05
3.250010e-02,1.008324e+05,1.384231e+02,0.000000e+00,1.009709e+05,-1.009709e+05
3.260029e-02,1.010980e+05,1.432713e+02,0.000000e+00,1.012413e+05,-1.012413e+05
3.270014e-02,1.013625e+05,1.408600e+02,0.000000e+00,1.015034e+05,-1.015034e+05
3.280035e-02,1.016275e+05,1.372472e+02,0.000000e+00,1.017647e+05,-1.017647e+05
3.290020e-02,1.018913e+05,1.394353e+02,0.000000e+00,1.020307e+05,-1.020307e+05
3.300009e-02,1.021551e+05,1.414519e+02,0.000000e+00,1.022966e+05,-1.022966e+05
3.310004e-02,1.024192e+05,1.385480e+02,0.000000e+00,1.025577e+05,-1.025577e+05
3.320009e-02,1.026833e+05,1.359667e+02,0.000000e+00,1.028193e+05,-1.028193e+05
3.330029e-02,1.029478e+05,1.380009e+02,0.000000e+00,1.030858e+05,-1.030858e+05
3.340030e-02,1.032116e+05,1.397153e+02,0.000000e+00,1.033513e+05,-1.033513e+05
3.350014e-02,1.034749e+05,1.374097e+02,0.000000e+00,1.036124e+05,-1.036124e+05
3.360016e-02,1.037385e+05,1.368653e+02,0.000000e+00,1.038753e+05,-1.038753e+05
3.370029e-02,1.040017e+05,1.405631e+02,0.000000e+00,1.041423e+05,-1.041423e+05
3.380010e-02,1.042634e+05,1.423044e+02,0.000000e+00,1.044057e+05,-1.044057e+05
3.390024e-02,1.045254e+05,1.405293e+02,0.000000e+00,1.046659e+05,-1.046659e+05
3.400030e-02,1.047864e+05,1.399997e+02,0.000000e+00,1.049264e+05,-1.049264e+05
3.410035e-02,1.050478e+05,1.380980e+02,0.000000e+00,1.051859e+05,-1.051859e+05
3.420011e-02,1.053085e+05,1.380086e+02,0.000000e+00,1.054465e+05,-1.054465e+05
3.430029e-02,1.055702e+05,1.405644e+02,0.000000e+00,1.057108e+05,-1.057108e+05
3.440018e-02,1.058312e+05,1.400754e+02,0.000000e+00,1.059712e+05,-1.059712e+05
3.450018e-02,1.060923e+05,1.370014e+02,0.000000e+00,1.062293e+05,-1.062293e+05
3.460032e-02,1.063537e+05,1.372432e+02,0.000000e+00,1.064910e+05,-1.064910e+05
3.470027e-02,1.066145e+05,1.395681e+02,0.000000e+00,1.067540e+05,-1.067540e+05
3.480006e-02,1.068747e+05,1.387787e+02,0.000000e+00,1.070135e+05,-1.070135e+05
3.490005e-02,1.071352e+05,1.367996e+02,0.000000e+00,1.072720e+05,-1.072720e+05
3.500019e-02,1.073958e+05,1.386798e+02,0.000000e+00,1.075345e+05,-1.075345e+05
3.510006e-02,1.076552e+05,1.415114e+02,0.000000e+00,1.077967e+05,-1.077967e+05
3.520030e-02,1.079151e+05,1.405891e+02,0.000000e+00,1.080557e+05,-1.080557e+05
3.530016e-02,1.081735e+05,1.394830e+02,0.000000e+00,1.083130e+05,-1.083130e+05
3.540029e-02,1.084321e+05,1.409037e+02,0.000000e+00,1.085730e+05,-1.085730e+05
3.550007e-02,1.086899e+05,1.396231e+02,0.000000e+00,1.088296e+05,-1.088296e+05
3.560026e-02,1.089490e+05,1.372362e+02,0.000000e+00,1.090862e+05,-1.090862e+05
3.570019e-02,1.092073e+05,1.386716e+02,0.000000e+00,1.093460e+05,-1.093460e+05
3.580026e-02,1.094659e+05,1.398988e+02,0.000000e+00,1.096058e+05,-1.096058e+05
3.590019e-02,1.097241e+05,1.374891e+02,0.000000e+00,1.098616e+05,-1.098616e+05
3.600003e-02,1.099820e+05,1.362061e+02,0.000000e+00,1.101182e+05,-1.101182e+05
3.610011e-02,1.102404e+05,1.386583e+02,0.000000e+00,1.103790e+05,-1.103790e+05
3.620004e-02,1.104980e+05,1.404570e+02,0.000000e+00,1.106385e+05,-1.106385e+05
3.630012e-02,1.107556e+05,1.389636e+02,0.000000e+00,1.108946e+05,-1.108946e+05
3.640021e-02,1.110125e+05,1.393781e+02,0.000000e+00,1.111519e+05,-1.111519e+05
3.650021e-02,1.112684e+05,1.429835e+02,0.000000e+00,1.114113e+05,-1.114113e+05
3.660010e-02,1.115237e+05,1.418115e+02,0.000000e+00,1.116655e+05,-1.116655e+05
3.670033e-02,1.117801e+05,1.362107e+02,0.000000e+00,1.119164e+05,-1.119164e+05
3.680031e-02,1.120361e+05,1.364479e+02,0.000000e+00,1.121726e+05,-1.121726e+05
3.690002e-02,1.122914e+05,1.424234e+02,0.000000e+00,1.124339e+05,-1.124339e+05
3.700019e-02,1.125480e+05,1.407155e+02,0.000000e+00,1.126887e+05,-1.126887e+05
3.710025e-02,1.128041e+05,1.343811e+02,0.000000e+00,1.129385e+05,-1.129385e+05
3.720019e-02,1.130599e+05,1.366132e+02,0.000000e+00,1.131966e+05,-1.131966e+05
3.730001e-02,1.133151e+05,1.419655e+02,0.000000e+00,1.134571e+05,-1.134571e+05
3.740004e-02,1.135707e+05,1.399015e+02,0.000000e+00,1.137106e+05,-1.137106e+05
3.750024e-02,1.138261e+05,1.359126e+02,0.000000e+00,1.139621e+05,-1.139621e+05
3.760014e-02,1.140804e+05,1.399556e+02,0.000000e+00,1.142203e+05,-1.142203e+05
3.770029e-02,1.143345e+05,1.451814e+02,0.000000e+00,1.144797e+05,-1.144797e+05
3.780004e-02,1.145875e+05,1.409240e+02,0.000000e+00,1.147284e+05,-1.147284e+05
3.790008e-02,1.148410e+05,1.363968e+02,0.000000e+00,1.149774e+05,-1.149774e+05
3.800017e-02,1.150951e+05,1.381478e+02,0.000000e+00,1.152332e+05,-1.152332e+05
3.810007e-02,1.153487e+05,1.407170e+02,0.000000e+00,1.154894e+05,-1.154894e+05
3.820019e-02,1.156029e+05,1.385138e+02,0.000000e+00,1.157414e+05,-1.157414e+05
3.830029e-02,1.158570e+05,1.353230e+02,0.000000e+00,1.159923e+05,-1.159923e+05
3.840032e-02,1.161107e+05,1.381220e+02,0.000000e+00,1.162489e+05,-1.162489e+05
3.850021e-02,1.163637e+05,1.410778e+02,0.000000e+00,1.165048e+05,-1.165048e+05
3.860026e-02,1.166167e+05,1.396775e+02,0.000000e+00,1.167564e+05,-1.167564e+05
3.870000e-02,1.168683e+05,1.393775e+02,0.000000e+00,1.170077e+05,-1.170077e+05
3.880028e-02,1.171204e+05,1.418481e+02,0.000000e+00,1.172622e+05,-1.172622e+05
3.890017e-02,1.173717e+05,1.414683e+02,0.000000e+00,1.175132e+05,-1.175132e+05
3.900005e-02,1.176231e+05,1.384548e+02,0.000000e+00,1.177615e+05,-1.177615e+05
3.910022e-02,1.178751e+05,1.386345e+02,0.000000e+00,1.180137e+05,-1.180137e+05
3.920007e-02,1.181265e+05,1.397171e+02,0.000000e+00,1.182662e+05,-1.182662e+05
3.930005e-02,1.183782e+05,1.377872e+02,0.000000e+00,1.185160e+05,-1.185160e+05
3.940028e-02,1.186306e+05,1.363650e+02,0.000000e+00,1.187669e+05,-1.187669e+05
3.950021e-02,1.188820e+05,1.373862e+02,0.000000e+00,1.190194e+05,-1.190194e+05
3.960020e-02,1.191335e+05,1.382438e+02,0.000000e+00,1.192717e+05,-1.192717e+05
3.970028e-02,1.193851e+05,1.376562e+02,0.000000e+00,1.195227e+05,-1.195227e+05
3.980031e-02,1.196361e+05,1.391852e+02,0.000000e+00,1.197752e+05,-1.197752e+05
3.990010e-02,1.198859e+05,1.411576e+02,0.000000e+00,1.200270e+05,-1.200270e+05
4.000012e-02,1.201354e+05,1.415461e+02,0.000000e+00,1.202769e+05,-1.202769e+05
4.010026e-02,1.203845e+05,1.428146e+02,0.000000e+00,1.205273e+05,-1.205273e+05
4.020024e-02,1.206335e+05,1.366970e+02,0.000000e+00,1.207702e+05,-1.207702e+05
4.030031e-02,1.208832e+05,1.327942e+02,0.000000e+00,1.210159e+05,-1.210159e+05
4.040018e-02,1.211323e+05,1.398736e+02,0.000000e+00,1.212722e+05,-1.212722e+05
4.050025e-02,1.213822e+05,1.459565e+02,0.000000e+00,1.215281e+05,-1.215281e+05
4.060002e-02,1.216314e+05,1.362207e+02,0.000000e+00,1.217676e+05,-1.217676e+05
4.070009e-02,1.218811e+05,1.315671e+02,0.000000e+00,1.220127e+05,-1.220127e+05
4.080007e-02,1.221305e+05,1.417179e+02,0.000000e+00,1.222722e+05,-1.222722e+05
4.090026e-02,1.223801e+05,1.446586e+02,0.000000e+00,1.225247e+05,-1.225247e+05
4.100026e-02,1.226289e+05,1.354518e+02,0.000000e+00,1.227643e+05,-1.227643e+05
4.110028e-02,1.228770e+05,1.348825e+02,0.000000e+00,1.230119e+05,-1.230119e+05
4.120022e-02,1.231247e+05,1.452320e+02,0.000000e+00,1.232699e+05,-1.232699e+05
4.130028e-02,1.233720e+05,1.478288e+02,0.000000e+00,1.235198e+05,-1.235198e+05
4.140023e-02,1.236194e+05,1.335777e+02,0.000000e+00,1.237530e+05,-1.237530e+05
4.150008e-02,1.238665e+05,1.286925e+02,0.000000e+00,1.239952e+05,-1.239952e+05
4.160012e-02,1.241149e+05,1.436442e+02,0.000000e+00,1.242585e+05,-1.242585e+05
4.170004e-02,1.243620e+05,1.487952e+02,0.000000e+00,1.245108e+05,-1.245108e+05
4.180012e-02,1.246101e+05,1.285291e+02,0.000000e+00,1.247387e+05,-1.247387e+05
4.190028e-02,1.248579e+05,1.285727e+02,0.000000e+00,1.249865e+05,-1.249865e+05
4.200020e-02,1.251044e+05,1.539945e+02,0.000000e+00,1.252584e+05,-1.252584e+05
4.210020e-02,1.253517e+05,1.471588e+02,0.000000e+00,1.254989e+05,-1.254989e+05
4.220007e-02,1.255970e+05,1.251164e+02,0.000000e+00,1.257221e+05,-1.257221e+05
4.230014e-02,1.258434e+05,1.375763e+02,0.000000e+00,1.259810e+05,-1.259810e+05
4.240004e-02,1.260883e+05,1.534417e+02,0.000000e+00,1.262418e+05,-1.262418e+05
4.250002e-02,1.263338e+05,1.407985e+02,0.000000e+00,1.264746e+05,-1.264746e+05
4.260002e-02,1.265788e+05,1.299347e+02,0.000000e+00,1.267088e+05,-1.267088e+05
4.270024e-02,1.268252e+05,1.440810e+02,0.000000e+00,1.269693e+05,-1.269693e+05
4.280026e-02,1.270709e+05,1.468939e+02,0.000000e+00,1.272178e+05,-1.272178e+05
4.290021e-02,1.273163e+05,1.351878e+02,0.000000e+00,1.274515e+05,-1.274515e+05
4.300005e-02,1.275610e+05,1.353975e+02,0.000000e+00,1.276964e+05,-1.276964e+05
4.310004e-02,1.278058e+05,1.453952e+02,0.000000e+00,1.279512e+05,-1.279512e+05
4.320012e-02,1.280506e+05,1.461729e+02,0.000000e+00,1.281967e+05,-1.281967e+05
4.330010e-02,1.282948e+05,1.357319e+02,0.000000e+00,1.284306e+05,-1.284306e+05
4.340006e-02,1.285381e+05,1.356683e+02,0.000000e+00,1.286737e+05,-1.286737e+05
4.350026e-02,1.287817e+05,1.487369e+02,0.000000e+00,1.289304e+05,-1.289304e+05
4.360001e-02,1.290240e+05,1.451297e+02,0.000000e+00,1.291691e+05,-1.291691e+05
4.370002e-02,1.292666e+05,1.316984e+02,0.000000e+00,1.293983e+05,-1.293983e+05
4.380027e-02,1.295097e+05,1.390918e+02,0.000000e+00,1.296488e+05,-1.296488e+05
4.390028e-02,1.297514e+05,1.475491e+02,0.000000e+00,1.298989e+05,-1.298989e+05
4.400022e-02,1.299933e+05,1.387485e+02,0.000000e+00,1.301321e+05,-1.301321e+05
4.410001e-02,1.302340e+05,1.370536e+02,0.000000e+00,1.303711e+05,-1.303711e+05
4.420014e-02,1.304754e+05,1.399278e+02,0.000000e+00,1.306154e+05,-1.306154e+05
4.430011e-02,1.307165e+05,1.412358e+02,0.000000e+00,1.308578e+05,-1.308578e+05
4.440022e-02,1.309576e+05,1.441541e+02,0.000000e+00,1.311018e+05,-1.311018e+05
4.450002e-02,1.311980e+05,1.379893e+02,0.000000e+00,1.313360e+05,-1.313360e+05
4.460007e-02,1.314386e+05,1.348822e+02,0.000000e+00,1.315734e+05,-1.315734e+05
4.470020e-02,1.316800e+05,1.468847e+02,0.000000e+00,1.318269e+05,-1.318269e+05
4.480018e-02,1.319199e+05,1.463740e+02,0.000000e+00,1.320663e+05,-1.320663e+05
4.490010e-02,1.321570e+05,1.320515e+02,0.000000e+00,1.322890e+05,-1.322890e+05
4.500026e-02,1.323989e+05,1.418344e+02,0.000000e+00,1.325408e+05,-1.325408e+05
4.510004e-02,1.326362e+05,1.541300e+02,0.000000e+00,1.327904e+05,-1.327904e+05
4.520004e-02,1.328750e+05,1.347384e+02,0.000000e+00,1.330097e+05,-1.330097e+05
4.530005e-02,1.331154e+05,1.298441e+02,0.000000e+00,1.332453e+05,-1.332453e+05
4.540023e-02,1.333533e+05,1.547548e+02,0.000000e+00,1.335080e+05,-1.335080e+05
4.550013e-02,1.335937e+05,1.397089e+02,0.000000e+00,1.337334e+05,-1.337334e+05
4.560020e-02,1.338321e+05,1.276732e+02,0.000000e+00,1.339597e+05,-1.339597e+05
4.570019e-02,1.340723e+05,1.413139e+02,0.000000e+00,1.342136e+05,-1.342136e+05
4.580015e-02,1.343107e+05,1.486739e+02,0.000000e+00,1.344594e+05,-1.344594e+05
4.590010e-02,1.345497e+05,1.358858e+02,0.000000e+00,1.346856e+05,-1.346856e+05
4.600006e-02,1.347875e+05,1.334999e+02,0.000000e+00,1.349210e+05,-1.349210e+05
4.610024e-02,1.350256e+05,1.430932e+02,0.000000e+00,1.351687e+05,-1.351687e+05
4.620013e-02,1.352627e+05,1.439188e+02,0.000000e+00,1.354066e+05,-1.354066e+05
4.630003e-02,1.354993e+05,1.385625e+02,0.000000e+00,1.356379e+05,-1.356379e+05
4.640010e-02,1.357358e+05,1.319986e+02,0.000000e+00,1.358678e+05,-1.358678e+05
4.650014e-02,1.359725e+05,1.421563e+02,0.000000e+00,1.361147e+05,-1.361147e+05
4.660009e-02,1.362083e+05,1.457880e+02,0.000000e+00,1.363541e+05,-1.363541e+05
4.670027e-02,1.364440e+05,1.371443e+02,0.000000e+00,1.365811e+05,-1.365811e+05
4.680015e-02,1.366792e+05,1.338783e+02,0.000000e+00,1.368131e+05,-1.368131e+05
4.690011e-02,1.369142e+05,1.462480e+02,0.000000e+00,1.370605e+05,-1.370605e+05
4.700015e-02,1.371487e+05,1.404652e+02,0.000000e+00,1.372891e+05,-1.372891e+05
4.710003e-02,1.373845e+05,1.398962e+02,0.000000e+00,1.375244e+05,-1.375244e+05
4.720018e-02,1.376195e+05,1.448650e+02,0.000000e+00,1.377644e+05,-1.377644e+05
4.730014e-02,1.378553e+05,1.363059e+02,0.000000e+00,1.379916e+05,-1.379916e+05
4.740012e-02,1.380891e+05,1.357010e+02,0.000000e+00,1.382248e+05,-1.382248e+05
4.750005e-02,1.383233e+05,1.511093e+02,0.000000e+00,1.384744e+05,-1.384744e+05
4.760024e-02,1.385568e+05,1.429761e+02,0.000000e+00,1.386998e+05,-1.386998e+05
4.770023e-02,1.387902e+05,1.350615e+02,0.000000e+00,1.389253e+05,-1.389253e+05
4.780010e-02,1.390224e+05,1.484157e+02,0.000000e+00,1.391708e+05,-1.391708e+05
4.790004e-02,1.392558e+05,1.414051e+02,0.000000e+00,1.393972e+05,-1.393972e+05
4.800016e-02,1.394884e+05,1.329872e+02,0.000000e+00,1.396214e+05,-1.396214e+05
4.810002e-02,1.397203e+05,1.503153e+02,0.000000e+00,1.398706e+05,-1.398706e+05
4.820005e-02,1.399531e+05,1.451078e+02,0.000000e+00,1.400983e+05,-1.400983e+05
4.830022e-02,1.401860e+05,1.246644e+02,0.000000e+00,1.403107e+05,-1.403107e+05
4.840019e-02,1.404207e+05,1.361479e+02,0.000000e+00,1.405568e+05,-1.405568e+05
4.850007e-02,1.406520e+05,1.594856e+02,0.000000e+00,1.408115e+05,-1.408115e+05
4.860020e-02,1.408839e+05,1.408901e+02,0.000000e+00,1.410248e+05,-1.410248e+05
4.870016e-02,1.411120e+05,1.297356e+02,0.000000e+00,1.412417e+05,-1.412417e+05
4.880007e-02,1.413384e+05,1.443416e+02,0.000000e+00,1.414827e+05,-1.414827e+05
4.890009e-02,1.415629e+05,1.453388e+02,0.000000e+00,1.417082e+05,-1.417082e+05
4.900019e-02,1.417903e+05,1.424681e+02,0.000000e+00,1.419328e+05,-1.419328e+05
4.910020e-02,1.420145e+05,1.376553e+02,0.000000e+00,1.421521e+05,-1.421521e+05
4.920024e-02,1.422336e+05,1.412465e+02,0.000000e+00,1.423748e+05,-1.423748e+05
4.930022e-02,1.424549e+05,1.613462e+02,0.000000e+00,1.426162e+05,-1.426162e+05
4.940023e-02,1.426747e+05,1.585522e+02,0.000000e+00,1.428333e+05,-1.428333e+05
4.950023e-02,1.428845e+05,1.360609e+02,0.000000e+00,1.430205e+05,-1.430205e+05
4.960023e-02,1.430782e+05,1.493985e+02,0.000000e+00,1.432276e+05,-1.432276e+05
4.970025e-02,1.432634e+05,1.722344e+02,0.000000e+00,1.434356e+05,-1.434356e+05
4.980012e-02,1.434836e+05,1.647155e+02,0.000000e+00,1.436483e+05,-1.436483e+05
4.990013e-02,1.436656e+05,1.526620e+02,0.000000e+00,1.438182e+05,-1.438182e+05
