t,Eint,Ekin,Wext,Etot,Ebal,Wnormal,Wfric,Wext_0,Wext_2,Wnormal_0,Wnormal_2,Wfric_0,Wfric_2,bc_0_dx,bc_0_dy,bc_0_dz,bc_2_dx,bc_2_dy,bc_2_dz
4.710392e-03,1.414598e+03,2.312564e+02,9.786420e+02,1.645854e+03,-6.672124e+02,1.086139e+03,-1.074969e+02,9.786420e+02,0.000000e+00,1.086139e+03,0.000000e+00,-1.074969e+02,0.000000e+00,0.000000e+00,-5.783979e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.720694e-03,1.422358e+03,2.326879e+02,9.844278e+02,1.655046e+03,-6.706184e+02,1.092302e+03,-1.078745e+02,9.844278e+02,0.000000e+00,1.092302e+03,0.000000e+00,-1.078745e+02,0.000000e+00,0.000000e+00,-5.802962e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.730994e-03,1.430007e+03,2.343234e+02,9.902073e+02,1.664330e+03,-6.741231e+02,1.098468e+03,-1.082607e+02,9.902073e+02,0.000000e+00,1.098468e+03,0.000000e+00,-1.082607e+02,0.000000e+00,0.000000e+00,-5.821961e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.740261e-03,1.436955e+03,2.354759e+02,9.954528e+02,1.672431e+03,-6.769786e+02,1.104070e+03,-1.086173e+02,9.954528e+02,0.000000e+00,1.104070e+03,0.000000e+00,-1.086173e+02,0.000000e+00,0.000000e+00,-5.839075e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.750557e-03,1.444703e+03,2.371329e+02,1.001330e+03,1.681836e+03,-6.805058e+02,1.110340e+03,-1.090106e+02,1.001330e+03,0.000000e+00,1.110340e+03,0.000000e+00,-1.090106e+02,0.000000e+00,0.000000e+00,-5.858107e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.760850e-03,1.452491e+03,2.387575e+02,1.007220e+03,1.691249e+03,-6.840284e+02,1.116628e+03,-1.094074e+02,1.007220e+03,0.000000e+00,1.116628e+03,0.000000e+00,-1.094074e+02,0.000000e+00,0.000000e+00,-5.877154e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.770112e-03,1.459438e+03,2.408701e+02,1.012540e+03,1.700308e+03,-6.877681e+02,1.122307e+03,-1.097667e+02,1.012540e+03,0.000000e+00,1.122307e+03,0.000000e+00,-1.097667e+02,0.000000e+00,0.000000e+00,-5.894311e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.780389e-03,1.467169e+03,2.424053e+02,1.018518e+03,1.709574e+03,-6.910565e+02,1.128688e+03,-1.101708e+02,1.018518e+03,0.000000e+00,1.128688e+03,0.000000e+00,-1.101708e+02,0.000000e+00,0.000000e+00,-5.913361e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.790637e-03,1.474902e+03,2.440314e+02,1.024558e+03,1.718933e+03,-6.943751e+02,1.135141e+03,-1.105828e+02,1.024558e+03,0.000000e+00,1.135141e+03,0.000000e+00,-1.105828e+02,0.000000e+00,0.000000e+00,-5.932380e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.800858e-03,1.482666e+03,2.455759e+02,1.030645e+03,1.728242e+03,-6.975969e+02,1.141640e+03,-1.109954e+02,1.030645e+03,0.000000e+00,1.141640e+03,0.000000e+00,-1.109954e+02,0.000000e+00,0.000000e+00,-5.951369e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.810035e-03,1.489662e+03,2.472011e+02,1.036112e+03,1.736863e+03,-7.007506e+02,1.147477e+03,-1.113645e+02,1.036112e+03,0.000000e+00,1.147477e+03,0.000000e+00,-1.113645e+02,0.000000e+00,0.000000e+00,-5.968435e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.820207e-03,1.497472e+03,2.489140e+02,1.042225e+03,1.746386e+03,-7.041610e+02,1.154017e+03,-1.117919e+02,1.042225e+03,0.000000e+00,1.154017e+03,0.000000e+00,-1.117919e+02,0.000000e+00,0.000000e+00,-5.987372e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.830354e-03,1.505245e+03,2.513077e+02,1.048272e+03,1.756553e+03,-7.082807e+02,1.160498e+03,-1.122253e+02,1.048272e+03,0.000000e+00,1.160498e+03,0.000000e+00,-1.122253e+02,0.000000e+00,0.000000e+00,-6.006283e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.840478e-03,1.513033e+03,2.526535e+02,1.054346e+03,1.765687e+03,-7.113409e+02,1.167013e+03,-1.126674e+02,1.054346e+03,0.000000e+00,1.167013e+03,0.000000e+00,-1.126674e+02,0.000000e+00,0.000000e+00,-6.025168e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.850578e-03,1.520832e+03,2.546432e+02,1.060456e+03,1.775475e+03,-7.150188e+02,1.173567e+03,-1.131107e+02,1.060456e+03,0.000000e+00,1.173567e+03,0.000000e+00,-1.131107e+02,0.000000e+00,0.000000e+00,-6.044030e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.860655e-03,1.528577e+03,2.569280e+02,1.066611e+03,1.785505e+03,-7.188937e+02,1.180164e+03,-1.135526e+02,1.066611e+03,0.000000e+00,1.180164e+03,0.000000e+00,-1.135526e+02,0.000000e+00,0.000000e+00,-6.062868e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.870708e-03,1.536316e+03,2.585534e+02,1.072800e+03,1.794870e+03,-7.220693e+02,1.186798e+03,-1.139975e+02,1.072800e+03,0.000000e+00,1.186798e+03,0.000000e+00,-1.139975e+02,0.000000e+00,0.000000e+00,-6.081682e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.880740e-03,1.544040e+03,2.606260e+02,1.079020e+03,1.804666e+03,-7.256457e+02,1.193466e+03,-1.144461e+02,1.079020e+03,0.000000e+00,1.193466e+03,0.000000e+00,-1.144461e+02,0.000000e+00,0.000000e+00,-6.100475e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.890749e-03,1.551734e+03,2.626265e+02,1.085199e+03,1.814361e+03,-7.291616e+02,1.200089e+03,-1.148898e+02,1.085199e+03,0.000000e+00,1.200089e+03,0.000000e+00,-1.148898e+02,0.000000e+00,0.000000e+00,-6.119243e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.900735e-03,1.559547e+03,2.645989e+02,1.091445e+03,1.824146e+03,-7.327014e+02,1.206789e+03,-1.153444e+02,1.091445e+03,0.000000e+00,1.206789e+03,0.000000e+00,-1.153444e+02,0.000000e+00,0.000000e+00,-6.137989e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.910699e-03,1.567390e+03,2.665857e+02,1.097687e+03,1.833976e+03,-7.362887e+02,1.213481e+03,-1.157934e+02,1.097687e+03,0.000000e+00,1.213481e+03,0.000000e+00,-1.157934e+02,0.000000e+00,0.000000e+00,-6.156711e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.920639e-03,1.575194e+03,2.691276e+02,1.103904e+03,1.844322e+03,-7.404179e+02,1.220142e+03,-1.162382e+02,1.103904e+03,0.000000e+00,1.220142e+03,0.000000e+00,-1.162382e+02,0.000000e+00,0.000000e+00,-6.175410e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.930558e-03,1.583040e+03,2.707189e+02,1.110114e+03,1.853759e+03,-7.436451e+02,1.226799e+03,-1.166844e+02,1.110114e+03,0.000000e+00,1.226799e+03,0.000000e+00,-1.166844e+02,0.000000e+00,0.000000e+00,-6.194085e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.940456e-03,1.590916e+03,2.728913e+02,1.116339e+03,1.863807e+03,-7.474682e+02,1.233468e+03,-1.171289e+02,1.116339e+03,0.000000e+00,1.233468e+03,0.000000e+00,-1.171289e+02,0.000000e+00,0.000000e+00,-6.212741e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.950333e-03,1.598702e+03,2.750156e+02,1.122559e+03,1.873718e+03,-7.511595e+02,1.240132e+03,-1.175730e+02,1.122559e+03,0.000000e+00,1.240132e+03,0.000000e+00,-1.175730e+02,0.000000e+00,0.000000e+00,-6.231375e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.960189e-03,1.606570e+03,2.771820e+02,1.128828e+03,1.883752e+03,-7.549237e+02,1.246846e+03,-1.180181e+02,1.128828e+03,0.000000e+00,1.246846e+03,0.000000e+00,-1.180181e+02,0.000000e+00,0.000000e+00,-6.249990e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.970026e-03,1.614417e+03,2.796963e+02,1.135107e+03,1.894113e+03,-7.590060e+02,1.253566e+03,-1.184587e+02,1.135107e+03,0.000000e+00,1.253566e+03,0.000000e+00,-1.184587e+02,0.000000e+00,0.000000e+00,-6.268586e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.980823e-03,1.623047e+03,2.820006e+02,1.142048e+03,1.905047e+03,-7.629997e+02,1.260990e+03,-1.189424e+02,1.142048e+03,0.000000e+00,1.260990e+03,0.000000e+00,-1.189424e+02,0.000000e+00,0.000000e+00,-6.289018e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.990618e-03,1.630918e+03,2.841435e+02,1.148386e+03,1.915062e+03,-7.666760e+02,1.267768e+03,-1.193817e+02,1.148386e+03,0.000000e+00,1.267768e+03,0.000000e+00,-1.193817e+02,0.000000e+00,0.000000e+00,-6.307573e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000393e-03,1.638810e+03,2.865913e+02,1.154762e+03,1.925401e+03,-7.706395e+02,1.274580e+03,-1.198184e+02,1.154762e+03,0.000000e+00,1.274580e+03,0.000000e+00,-1.198184e+02,0.000000e+00,0.000000e+00,-6.326110e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.010150e-03,1.646690e+03,2.886330e+02,1.161162e+03,1.935323e+03,-7.741610e+02,1.281416e+03,-1.202533e+02,1.161162e+03,0.000000e+00,1.281416e+03,0.000000e+00,-1.202533e+02,0.000000e+00,0.000000e+00,-6.344628e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.020860e-03,1.655451e+03,2.909645e+02,1.168090e+03,1.946415e+03,-7.783254e+02,1.288801e+03,-1.207116e+02,1.168090e+03,0.000000e+00,1.288801e+03,0.000000e+00,-1.207116e+02,0.000000e+00,0.000000e+00,-6.364978e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.030578e-03,1.663290e+03,2.932566e+02,1.174288e+03,1.956547e+03,-7.822594e+02,1.295386e+03,-1.210986e+02,1.174288e+03,0.000000e+00,1.295386e+03,0.000000e+00,-1.210986e+02,0.000000e+00,0.000000e+00,-6.383461e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.040277e-03,1.671215e+03,2.955213e+02,1.180583e+03,1.966736e+03,-7.861531e+02,1.302076e+03,-1.214928e+02,1.180583e+03,0.000000e+00,1.302076e+03,0.000000e+00,-1.214928e+02,0.000000e+00,0.000000e+00,-6.401927e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
