t,area,f0_x,f0_y,f0_z,f0_n,f0_mag,f2_x,f2_y,f2_z,f2_n,f2_mag
3.100545e-03, 7.150238e-04,-1.575821e+05,-1.948352e+05,-4.034384e+02,-2.604559e+05,2.505854e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.110043e-03, 7.154522e-04,-1.583296e+05,-1.962974e+05,-1.096100e+03,-2.618644e+05,2.521946e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.120593e-03, 7.159271e-04,-1.596153e+05,-1.977971e+05,-1.044585e+03,-2.636330e+05,2.541689e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.130086e-03, 7.163629e-04,-1.609306e+05,-1.989491e+05,-1.079238e+03,-2.652994e+05,2.558917e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.140631e-03, 7.168507e-04,-1.623911e+05,-2.013662e+05,-7.567975e+02,-2.679908e+05,2.586886e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.150120e-03, 7.130338e-04,-1.626840e+05,-2.014673e+05,-2.523057e+02,-2.681755e+05,2.589502e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.160659e-03, 7.104976e-04,-1.627148e+05,-2.014991e+05,-2.664684e+02,-2.683404e+05,2.589943e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.170143e-03, 6.975998e-04,-1.605297e+05,-1.994582e+05,-1.892635e+02,-2.654011e+05,2.560339e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.180678e-03, 6.980704e-04,-1.614827e+05,-2.011249e+05,-2.633576e+02,-2.673837e+05,2.579301e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.190158e-03, 6.984908e-04,-1.619613e+05,-2.018734e+05,-4.080472e+02,-2.682818e+05,2.588136e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.200688e-03, 6.989755e-04,-1.617025e+05,-2.023954e+05,-5.721955e+02,-2.683157e+05,2.590596e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.210164e-03, 6.994145e-04,-1.622651e+05,-2.027369e+05,-8.287704e+02,-2.690721e+05,2.596785e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.220691e-03, 6.998929e-04,-1.617070e+05,-2.030212e+05,-1.049196e+03,-2.690233e+05,2.595532e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.230164e-03, 7.003367e-04,-1.612920e+05,-2.029080e+05,-1.054868e+03,-2.685884e+05,2.592062e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.240688e-03, 7.008467e-04,-1.610345e+05,-2.034747e+05,-3.247978e+02,-2.689192e+05,2.594883e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.250158e-03, 7.012923e-04,-1.608570e+05,-2.040337e+05,-5.684579e+02,-2.692587e+05,2.598173e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.260679e-03, 7.017891e-04,-1.606048e+05,-2.038835e+05,-3.910184e+02,-2.690990e+05,2.595429e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.270146e-03, 7.022460e-04,-1.605498e+05,-2.041463e+05,-3.350878e+02,-2.692041e+05,2.597153e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.280664e-03, 7.027655e-04,-1.601346e+05,-2.042717e+05,-3.710446e+02,-2.689857e+05,2.595576e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.290130e-03, 7.032366e-04,-1.591844e+05,-2.048170e+05,-3.458319e+02,-2.686666e+05,2.594027e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.300647e-03, 7.037537e-04,-1.596087e+05,-2.058267e+05,-1.651821e+02,-2.696499e+05,2.604604e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.310112e-03, 7.042348e-04,-1.599039e+05,-2.064501e+05,-2.115709e+02,-2.700288e+05,2.611340e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.320628e-03, 7.047711e-04,-1.606531e+05,-2.070408e+05,-3.078356e+02,-2.707722e+05,2.620599e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.330092e-03, 7.052578e-04,-1.610045e+05,-2.088426e+05,-3.833335e+02,-2.722638e+05,2.637002e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.340607e-03, 7.057914e-04,-1.625993e+05,-2.114660e+05,-9.781757e+02,-2.755585e+05,2.667534e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.350071e-03, 7.062797e-04,-1.637418e+05,-2.143017e+05,-1.066772e+03,-2.783220e+05,2.696994e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.360585e-03, 7.030032e-04,-1.650955e+05,-2.144698e+05,-1.257431e+03,-2.792068e+05,2.706573e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.370047e-03, 7.034974e-04,-1.660487e+05,-2.151306e+05,-8.261699e+02,-2.802576e+05,2.717609e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.380559e-03, 7.040566e-04,-1.667016e+05,-2.159934e+05,-8.534917e+02,-2.813165e+05,2.728430e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
