t,Eint,Ekin,Wext,Etot,Ebal,Wext_normal,Wext_tangent,Wext_4,Wext_5,Wext_n_4,Wext_n_5,Wext_t_4,Wext_t_5,Fn_4,Fn_5,dn_4,dn_5,bc_4_dx,bc_4_dy,bc_4_dz,bc_5_dx,bc_5_dy,bc_5_dz
1.000000e-05,1.698964e-02,1.829828e-06,5.282083e-01,1.699147e-02,5.112168e-01,5.282083e-01,-7.826290e-10,0.000000e+00,5.282083e-01,0.000000e+00,5.282083e-01,0.000000e+00,-7.826290e-10,0.000000e+00,-5.282083e+04,0.000000e+00,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.000000e-05
