t,area,f4_x,f4_y,f4_z,f4_n,f4_mag,f5_x,f5_y,f5_z,f5_n,f5_mag
1.000000e-05, 1.261496e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 2.062567e+03, -1.610070e+02, -5.282083e+04, -5.282083e+04, 5.286133e+04
